"","submitted_name","ScientificName","score","data_source_title"
"574","Rumex obovatus","Rumex obovatus",0.988,"Integrated Taxonomic Information SystemITIS"
"575","Rumex thyrsiflorus","Rumex thyrsiflorus",0.988,"Integrated Taxonomic Information SystemITIS"
"576","Rumex vesicarius","Rumex vesicarius",0.988,"Integrated Taxonomic Information SystemITIS"
"577","Sagina saginoides","Sagina saginoides",0.988,"Integrated Taxonomic Information SystemITIS"
"578","Sagittaria lancifolia","Sagittaria lancifolia",0.988,"Integrated Taxonomic Information SystemITIS"
"579","Sagittaria platyphylla","Sagittaria platyphylla",0.988,"Integrated Taxonomic Information SystemITIS"
"580","Sagittaria sagittifolia","Sagittaria sagittifolia",0.988,"Integrated Taxonomic Information SystemITIS"
"581","Sagittaria subulata","Sagittaria subulata",0.988,"Integrated Taxonomic Information SystemITIS"
"582","Salicornia europaea","Salicornia europaea",0.988,"Integrated Taxonomic Information SystemITIS"
"583","Salix eleagnos","Salix eleagnos",0.988,"Integrated Taxonomic Information SystemITIS"
"584","Salmo salar","Salmo salar",0.988,"Integrated Taxonomic Information SystemITIS"
"585","Salpichroa origanifolia","Salpichroa origanifolia",0.988,"Integrated Taxonomic Information SystemITIS"
"586","Salsola collina","Salsola collina",0.988,"Integrated Taxonomic Information SystemITIS"
"587","Salsola kali","Salsola kali",0.988,"Integrated Taxonomic Information SystemITIS"
"588","Salsola soda","Salsola soda",0.988,"Integrated Taxonomic Information SystemITIS"
"589","Salvelinus namaycush","Salvelinus namaycush",0.988,"Integrated Taxonomic Information SystemITIS"
"590","Salvia pinnata","Salvia pinnata",0.988,"Integrated Taxonomic Information SystemITIS"
"591","Salvia verticillata","Salvia verticillata",0.988,"Integrated Taxonomic Information SystemITIS"
"592","Salvia viridis","Salvia viridis",0.988,"Integrated Taxonomic Information SystemITIS"
"593","Salvinia auriculata","Salvinia auriculata",0.988,"Integrated Taxonomic Information SystemITIS"
"594","Samolus valerandi","Samolus valerandi",0.988,"Integrated Taxonomic Information SystemITIS"
"595","Sanguisorba officinalis","Sanguisorba officinalis",0.988,"Integrated Taxonomic Information SystemITIS"
"596","Sanguisorba x tenuifolia","Sanguisorba tenuifolia",0.988,"Integrated Taxonomic Information SystemITIS"
"597","Santolina rosmarinifolia","Santolina rosmarinifolia",0.988,"Integrated Taxonomic Information SystemITIS"
"598","Sarracenia flava x purpurea","Sarracenia flava",0.988,"Integrated Taxonomic Information SystemITIS"
"599","Satureja montana","Satureja montana",0.988,"Integrated Taxonomic Information SystemITIS"
"600","Saurida undosquamis","Saurida undosquamis",0.988,"Integrated Taxonomic Information SystemITIS"
"601","Saxifraga hirsuta","Saxifraga hirsuta",0.988,"Integrated Taxonomic Information SystemITIS"
"602","Saxifraga rosacea","Saxifraga rosacea",0.988,"Integrated Taxonomic Information SystemITIS"
"603","Saxifraga sibthorpii","Saxifraga sibthorpii",0.988,"Integrated Taxonomic Information SystemITIS"
"604","Saxifraga umbrosa","Saxifraga umbrosa",0.988,"Integrated Taxonomic Information SystemITIS"
"605","Scabiosa ochroleuca","Scabiosa ochroleuca",0.988,"Integrated Taxonomic Information SystemITIS"
"606","Scardinius erythrophthalmus","Scardinius erythrophthalmus",0.988,"Integrated Taxonomic Information SystemITIS"
"607","Schinus terebinthifolius","Schinus terebinthifolius",0.988,"Integrated Taxonomic Information SystemITIS"
"608","Schismus barbatus","Schismus barbatus",0.988,"Integrated Taxonomic Information SystemITIS"
"609","Schkuhria pinnata","Schkuhria pinnata",0.988,"Integrated Taxonomic Information SystemITIS"
"610","Schoenoplectus litoralis subsp. thermalis","Schoenoplectus litoralis",0.988,"Integrated Taxonomic Information SystemITIS"
"611","Schoenus ferrugineus","Schoenus ferrugineus",0.988,"Integrated Taxonomic Information SystemITIS"
"612","Scirpus atrovirens","Scirpus atrovirens",0.988,"Integrated Taxonomic Information SystemITIS"
"613","Scirpus cyperinus","Scirpus cyperinus",0.988,"Integrated Taxonomic Information SystemITIS"
"614","Scleranthus perennis","Scleranthus perennis",0.988,"Integrated Taxonomic Information SystemITIS"
"615","Scolymus hispanicus","Scolymus hispanicus",0.988,"Integrated Taxonomic Information SystemITIS"
"616","Scopolia carniolica","Scopolia carniolica",0.988,"Integrated Taxonomic Information SystemITIS"
"617","Scorpiurus muricatus","Scorpiurus muricatus",0.988,"Integrated Taxonomic Information SystemITIS"
"618","Scrophularia auriculata","Scrophularia auriculata",0.988,"Integrated Taxonomic Information SystemITIS"
"619","Scrophularia canina","Scrophularia canina",0.988,"Integrated Taxonomic Information SystemITIS"
"620","Scutellaria minor","Scutellaria minor",0.988,"Integrated Taxonomic Information SystemITIS"
"621","Secale montanum","Secale montanum",0.988,"Integrated Taxonomic Information SystemITIS"
"622","Securigera securidaca","Securigera securidaca",0.988,"Integrated Taxonomic Information SystemITIS"
"623","Sedum album","Sedum album",0.988,"Integrated Taxonomic Information SystemITIS"
"624","Sedum kamtschaticum","Sedum kamtschaticum",0.988,"Integrated Taxonomic Information SystemITIS"
"625","Sedum reflexum","Sedum reflexum",0.988,"Integrated Taxonomic Information SystemITIS"
"626","Senecio cannabifolius","Senecio cannabifolius",0.988,"Integrated Taxonomic Information SystemITIS"
"627","Senecio erucifolius","Senecio erucifolius",0.988,"Integrated Taxonomic Information SystemITIS"
"628","Senecio squalidus","Senecio squalidus",0.988,"Integrated Taxonomic Information SystemITIS"
"629","Senecio sylvaticus","Senecio sylvaticus",0.988,"Integrated Taxonomic Information SystemITIS"
"630","Sesbania cannabina","Sesbania cannabina",0.988,"Integrated Taxonomic Information SystemITIS"
"631","Sesbania herbacea","Sesbania herbacea",0.988,"Integrated Taxonomic Information SystemITIS"
"632","Seseli libanotis","Seseli libanotis",0.988,"Integrated Taxonomic Information SystemITIS"
"633","Sesleria caerulea","Sesleria caerulea",0.988,"Integrated Taxonomic Information SystemITIS"
"634","Sidalcea malviflora","Sidalcea malviflora",0.988,"Integrated Taxonomic Information SystemITIS"
"635","Silene antirrhina","Silene antirrhina",0.988,"Integrated Taxonomic Information SystemITIS"
"636","Silene fimbriata","Silene fimbriata",0.988,"Integrated Taxonomic Information SystemITIS"
"637","Silene pendula","Silene pendula",0.988,"Integrated Taxonomic Information SystemITIS"
"638","Silene sibirica","Silene sibirica",0.988,"Integrated Taxonomic Information SystemITIS"
"639","Silene vulgaris","Silene vulgaris",0.988,"Integrated Taxonomic Information SystemITIS"
"640","Sinapis arvensis","Sinapis arvensis",0.988,"Integrated Taxonomic Information SystemITIS"
"641","Sisymbrium irio","Sisymbrium irio",0.988,"Integrated Taxonomic Information SystemITIS"
"642","Sisyrinchium angustifolium","Sisyrinchium angustifolium",0.988,"Integrated Taxonomic Information SystemITIS"
"643","Sisyrinchium montanum","Sisyrinchium montanum",0.988,"Integrated Taxonomic Information SystemITIS"
"644","Smelowskia calycina","Smelowskia calycina",0.988,"Integrated Taxonomic Information SystemITIS"
"645","Smilacina stellata","Smilacina stellata",0.988,"Integrated Taxonomic Information SystemITIS"
"646","Solanum alatum","Solanum alatum",0.988,"Integrated Taxonomic Information SystemITIS"
"647","Solanum americanum","Solanum americanum",0.988,"Integrated Taxonomic Information SystemITIS"
"648","Solanum chenopodioides","Solanum chenopodioides",0.988,"Integrated Taxonomic Information SystemITIS"
"649","Solanum humile","Solanum humile",0.988,"Integrated Taxonomic Information SystemITIS"
"650","Solanum luteum","Solanum luteum",0.988,"Integrated Taxonomic Information SystemITIS"
"651","Solanum nigrum","Solanum nigrum",0.988,"Integrated Taxonomic Information SystemITIS"
"652","Solanum rostratum","Solanum rostratum",0.988,"Integrated Taxonomic Information SystemITIS"
"653","Solanum torvum","Solanum torvum",0.988,"Integrated Taxonomic Information SystemITIS"
"654","Solanum tuberosum","Solanum tuberosum",0.988,"Integrated Taxonomic Information SystemITIS"
"655","Solanum viarum","Solanum viarum",0.988,"Integrated Taxonomic Information SystemITIS"
"656","Solidago rugosa","Solidago rugosa",0.988,"Integrated Taxonomic Information SystemITIS"
"657","Sonchus arvensis","Sonchus arvensis",0.988,"Integrated Taxonomic Information SystemITIS"
"658","Spartium junceum","Spartium junceum",0.988,"Integrated Taxonomic Information SystemITIS"
"659","Spergula morisonii","Spergula morisonii",0.988,"Integrated Taxonomic Information SystemITIS"
"660","Spergularia marina","Spergularia marina",0.988,"Integrated Taxonomic Information SystemITIS"
"661","Spergularia rubra","Spergularia rubra",0.988,"Integrated Taxonomic Information SystemITIS"
"662","Sphaeralcea miniata","Sphaeralcea miniata",0.988,"Integrated Taxonomic Information SystemITIS"
"663","Sphaerophysa salsula","Sphaerophysa salsula",0.988,"Integrated Taxonomic Information SystemITIS"
"664","Sphenoclea zeylanica","Sphenoclea zeylanica",0.988,"Integrated Taxonomic Information SystemITIS"
"665","Sphoeroides marmoratus","Sphoeroides marmoratus",0.988,"Integrated Taxonomic Information SystemITIS"
"666","Spirorbis marioni","Spirorbis marioni",0.988,"Integrated Taxonomic Information SystemITIS"
"667","Stachys byzantina","Stachys byzantina",0.988,"Integrated Taxonomic Information SystemITIS"
"668","Stachys cretica","Stachys cretica",0.988,"Integrated Taxonomic Information SystemITIS"
"669","Stachys macrantha","Stachys macrantha",0.988,"Integrated Taxonomic Information SystemITIS"
"670","Stachys officinalis","Stachys officinalis",0.988,"Integrated Taxonomic Information SystemITIS"
"671","Stachytarpheta jamaicensis","Stachytarpheta jamaicensis",0.988,"Integrated Taxonomic Information SystemITIS"
"672","Stenotaphrum secundatum","Stenotaphrum secundatum",0.988,"Integrated Taxonomic Information SystemITIS"
"673","Stipa capensis","Stipa capensis",0.988,"Integrated Taxonomic Information SystemITIS"
"674","Striga densiflora","Striga densiflora",0.988,"Integrated Taxonomic Information SystemITIS"
"675","Symphytum asperum","Symphytum asperum",0.988,"Integrated Taxonomic Information SystemITIS"
"676","Synagrops japonicus","Synagrops japonicus",0.988,"Integrated Taxonomic Information SystemITIS"
"677","Tagetes erecta","Tagetes erecta",0.988,"Integrated Taxonomic Information SystemITIS"
"678","Tagetes minuta","Tagetes minuta",0.988,"Integrated Taxonomic Information SystemITIS"
"679","Tagetes tenuifolia","Tagetes tenuifolia",0.988,"Integrated Taxonomic Information SystemITIS"
"680","Talipariti tiliaceum","Talipariti tiliaceum",0.988,"Integrated Taxonomic Information SystemITIS"
"681","Tanacetum balsamita","Tanacetum balsamita",0.988,"Integrated Taxonomic Information SystemITIS"
"682","Taraxacum laevigatum","Taraxacum laevigatum",0.988,"Integrated Taxonomic Information SystemITIS"
"683","Tectona grandis","Tectona grandis",0.988,"Integrated Taxonomic Information SystemITIS"
"684","Tetragonia tetragonioides","Tetragonia tetragonioides",0.988,"Integrated Taxonomic Information SystemITIS"
"685","Thalamita gloriensis","Thalamita gloriensis",0.988,"Integrated Taxonomic Information SystemITIS"
"686","Thalictrum minus","Thalictrum minus",0.988,"Integrated Taxonomic Information SystemITIS"
"687","Theora lubrica","Theora lubrica",0.988,"Integrated Taxonomic Information SystemITIS"
"688","Thlaspi arvense","Thlaspi arvense",0.988,"Integrated Taxonomic Information SystemITIS"
"689","Thymelaea passerina","Thymelaea passerina",0.988,"Integrated Taxonomic Information SystemITIS"
"690","Thymus pulegioides","Thymus pulegioides",0.988,"Integrated Taxonomic Information SystemITIS"
"691","Thymus serpyllum","Thymus serpyllum",0.988,"Integrated Taxonomic Information SystemITIS"
"692","Tiarella cordifolia","Tiarella cordifolia",0.988,"Integrated Taxonomic Information SystemITIS"
"693","Tilapia mariae","Tilapia mariae",0.988,"Integrated Taxonomic Information SystemITIS"
"694","Tilapia zillii","Tilapia zillii",0.988,"Integrated Taxonomic Information SystemITIS"
"695","Tithonia diversifolia","Tithonia diversifolia",0.988,"Integrated Taxonomic Information SystemITIS"
"696","Tolpis barbata","Tolpis barbata",0.988,"Integrated Taxonomic Information SystemITIS"
"697","Tordylium apulum","Tordylium apulum",0.988,"Integrated Taxonomic Information SystemITIS"
"698","Torilis japonica","Torilis japonica",0.988,"Integrated Taxonomic Information SystemITIS"
"699","Torquigener flavimaculosus","Torquigener flavimaculosus",0.988,"Integrated Taxonomic Information SystemITIS"
"700","Trachelospermum jasminoides","Trachelospermum jasminoides",0.988,"Integrated Taxonomic Information SystemITIS"
"701","Tradescantia ohiensis","Tradescantia ohiensis",0.988,"Integrated Taxonomic Information SystemITIS"
"702","Tridax procumbens","Tridax procumbens",0.988,"Integrated Taxonomic Information SystemITIS"
"703","Trifolium argutum","Trifolium argutum",0.988,"Integrated Taxonomic Information SystemITIS"
"704","Trifolium diffusum","Trifolium diffusum",0.988,"Integrated Taxonomic Information SystemITIS"
"705","Trifolium isthmocarpum","Trifolium isthmocarpum",0.988,"Integrated Taxonomic Information SystemITIS"
"706","Trifolium lappaceum","Trifolium lappaceum",0.988,"Integrated Taxonomic Information SystemITIS"
"707","Trifolium ligusticum","Trifolium ligusticum",0.988,"Integrated Taxonomic Information SystemITIS"
"708","Trifolium medium","Trifolium medium",0.988,"Integrated Taxonomic Information SystemITIS"
"709","Trifolium montanum","Trifolium montanum",0.988,"Integrated Taxonomic Information SystemITIS"
"710","Trifolium mutabile","Trifolium mutabile",0.988,"Integrated Taxonomic Information SystemITIS"
"711","Trifolium strictum","Trifolium strictum",0.988,"Integrated Taxonomic Information SystemITIS"
"712","Triticum boeoticum","Triticum boeoticum",0.988,"Integrated Taxonomic Information SystemITIS"
"713","Triticum carthlicum","Triticum carthlicum",0.988,"Integrated Taxonomic Information SystemITIS"
"714","Tropaeolum majus","Tropaeolum majus",0.988,"Integrated Taxonomic Information SystemITIS"
"715","Tubificoides pseudogaster","Tubificoides pseudogaster",0.988,"Integrated Taxonomic Information SystemITIS"
"716","Tulipa sylvestris","Tulipa sylvestris",0.988,"Integrated Taxonomic Information SystemITIS"
"717","Typha domingensis","Typha domingensis",0.988,"Integrated Taxonomic Information SystemITIS"
"718","Typha x glauca","Typha glauca",0.988,"Integrated Taxonomic Information SystemITIS"
"719","Umbra pygmaea","Umbra pygmaea",0.988,"Integrated Taxonomic Information SystemITIS"
"720","Urena lobata","Urena lobata",0.988,"Integrated Taxonomic Information SystemITIS"
"721","Urochloa distachya","Urochloa distachya",0.988,"Integrated Taxonomic Information SystemITIS"
"722","Urochloa mutica","Urochloa mutica",0.988,"Integrated Taxonomic Information SystemITIS"
"723","Urospermum picroides","Urospermum picroides",0.988,"Integrated Taxonomic Information SystemITIS"
"724","Urtica chamaedryoides","Urtica chamaedryoides",0.988,"Integrated Taxonomic Information SystemITIS"
"725","Vachellia macracantha","Vachellia macracantha",0.988,"Integrated Taxonomic Information SystemITIS"
"726","Vallisneria spiralis","Vallisneria spiralis",0.988,"Integrated Taxonomic Information SystemITIS"
"727","Velezia rigida","Velezia rigida",0.988,"Integrated Taxonomic Information SystemITIS"
"728","Verbascum chaixii","Verbascum chaixii",0.988,"Integrated Taxonomic Information SystemITIS"
"729","Verbascum nigrum","Verbascum nigrum",0.988,"Integrated Taxonomic Information SystemITIS"
"730","Verbascum sinuatum","Verbascum sinuatum",0.988,"Integrated Taxonomic Information SystemITIS"
"731","Verbascum speciosum","Verbascum speciosum",0.988,"Integrated Taxonomic Information SystemITIS"
"732","Verbascum virgatum","Verbascum virgatum",0.988,"Integrated Taxonomic Information SystemITIS"
"733","Verbena bonariensis","Verbena bonariensis",0.988,"Integrated Taxonomic Information SystemITIS"
"734","Verbena urticifolia","Verbena urticifolia",0.988,"Integrated Taxonomic Information SystemITIS"
"735","Verbesina alternifolia","Verbesina alternifolia",0.988,"Integrated Taxonomic Information SystemITIS"
"736","Verbesina occidentalis","Verbesina occidentalis",0.988,"Integrated Taxonomic Information SystemITIS"
"737","Veronica biloba","Veronica biloba",0.988,"Integrated Taxonomic Information SystemITIS"
"738","Veronica chamaedrys","Veronica chamaedrys",0.988,"Integrated Taxonomic Information SystemITIS"
"739","Veronica cymbalaria","Veronica cymbalaria",0.988,"Integrated Taxonomic Information SystemITIS"
"740","Veronica fruticans","Veronica fruticans",0.988,"Integrated Taxonomic Information SystemITIS"
"741","Veronica serpyllifolia","Veronica serpyllifolia",0.988,"Integrated Taxonomic Information SystemITIS"
"742","Veronica verna","Veronica verna",0.988,"Integrated Taxonomic Information SystemITIS"
"743","Vicia disperma","Vicia disperma",0.988,"Integrated Taxonomic Information SystemITIS"
"744","Vicia sepium","Vicia sepium",0.988,"Integrated Taxonomic Information SystemITIS"
"745","Vicia sylvatica","Vicia sylvatica",0.988,"Integrated Taxonomic Information SystemITIS"
"746","Vicia tenuifolia","Vicia tenuifolia",0.988,"Integrated Taxonomic Information SystemITIS"
"747","Vigna marina","Vigna marina",0.988,"Integrated Taxonomic Information SystemITIS"
"748","Vinca major","Vinca major",0.988,"Integrated Taxonomic Information SystemITIS"
"749","Viola canadensis","Viola canadensis",0.988,"Integrated Taxonomic Information SystemITIS"
"750","Viola selkirkii","Viola selkirkii",0.988,"Integrated Taxonomic Information SystemITIS"
"751","Viola sororia","Viola sororia",0.988,"Integrated Taxonomic Information SystemITIS"
"752","Vitis cinerea","Vitis cinerea",0.988,"Integrated Taxonomic Information SystemITIS"
"753","Vulpia geniculata","Vulpia geniculata",0.988,"Integrated Taxonomic Information SystemITIS"
"754","Waldsteinia ternata","Waldsteinia ternata",0.988,"Integrated Taxonomic Information SystemITIS"
"755","Wolffia arrhiza","Wolffia arrhiza",0.988,"Integrated Taxonomic Information SystemITIS"
"756","Xanthium spinosum","Xanthium spinosum",0.988,"Integrated Taxonomic Information SystemITIS"
"757","Xanthoceras sorbifolium","Xanthoceras sorbifolium",0.988,"Integrated Taxonomic Information SystemITIS"
"758","Xanthoxalis stricta","Xanthoxalis stricta",0.988,"Integrated Taxonomic Information SystemITIS"
"759","Xiphophorus hellerii","Xiphophorus hellerii",0.988,"Integrated Taxonomic Information SystemITIS"
"760","Xiphophorus maculatus","Xiphophorus maculatus",0.988,"Integrated Taxonomic Information SystemITIS"
